"","Var1","Var2","form"
"1821","depuRvwaR","Indicatif.Passesimple.il.elle.on","X-y.[wy]-"
"1822","des3RviR","Indicatif.Passesimple.il.elle.on","X-vi"
"1823","dev3tiR","Indicatif.Passesimple.il.elle.on","X-ti"
"1824","diR","Indicatif.Passesimple.il.elle.on","X-"
"1825","ekivalwar","Indicatif.Passesimple.il.elle.on","X-a.[ao]-ly"
"1826","3~klyR","Indicatif.Passesimple.il.elle.on","X-"
"1827","eliR","Indicatif.Passesimple.il.elle.on","X-y.[iy]-"
"1828","emuvwaR","Indicatif.Passesimple.il.elle.on","X-y"
"1829","emudR","Indicatif.Passesimple.il.elle.on","X-ly"
"1830","3~teR0~pR","Indicatif.Passesimple.il.elle.on","X-pi"
"1831","3tR","Indicatif.Passesimple.il.elle.on","fy"
"1832","fajiR","Indicatif.Passesimple.il.elle.on","X-a.[ao]-ji"
"1833","fazeje","Indicatif.Passesimple.il.elle.on","X-3.[3e]-a"
"1834","futR","Indicatif.Passesimple.il.elle.on","X-ti"
"1835","k0~v3~kR","Indicatif.Passesimple.il.elle.on","X-i"
"1836","muRiR","Indicatif.Passesimple.il.elle.on","X-u.[06u]-y"
"1837","n3tR.1","Indicatif.Passesimple.il.elle.on","X-a.[3ae]-ki"
"1838","p3tR","Indicatif.Passesimple.il.elle.on","X-y.[3y]-"
"1839","pRevalwaR","Indicatif.Passesimple.il.elle.on","X-a.[ao]-ly"
"1840","pRevwaR","Indicatif.Passesimple.il.elle.on","X-i.[iwy]-"
"1841","RavwaR","Indicatif.Passesimple.il.elle.on","X-y"
"1842","REvivR","Indicatif.Passesimple.il.elle.on","X-e.[ei]-ky"
"1843","RezudR","Indicatif.Passesimple.il.elle.on","X-0.[0u]-ly"
"1844","savwaR","Indicatif.Passesimple.il.elle.on","X-y"
"1845","sEvRe","Indicatif.Passesimple.il.elle.on","X-E.[3E]-a"
"1846","t3R","Indicatif.Passesimple.il.elle.on","X-y.[3y]-"
"1847","vulwaR","Indicatif.Passesimple.il.elle.on","X-uly"
"1848","puvwaR","Indicatif.Passesimple.il.elle.on","X-y"
"1849","pl6vwaR","Indicatif.Passesimple.il.elle.on","X-y.[68y]-"
"1850","deSwaR","Indicatif.Passesimple.il.elle.on","X-y.[wy]-"
"1851","isiR","Indicatif.Passesimple.il.elle.on","X-i"
"1852","SwaR","Indicatif.Passesimple.il.elle.on","X-y.[wy]-"
"1855","SoviR","Indicatif.Passesimple.il.elle.on","X-i"
"1857","suRdR","Indicatif.Passesimple.il.elle.on","X-di"
"1860","advniR","Indicatif.Passesimple.il.elle.on","X-3.[3jn]-~"
"1861","3~k0~be","Indicatif.Passesimple.il.elle.on","X-a"
"1862","eSwaR","Indicatif.Passesimple.il.elle.on","X-y.[ewy]-"
"1865","bRYine","Indicatif.Passesimple.il.elle.on","X-a"
"1866","falwaR","Indicatif.Passesimple.il.elle.on","X-a.[ao]-ly"
"1867","REsuvniR","Indicatif.Passesimple.il.elle.on","X-3.[3jn]-~"
"1873","aute","Indicatif.Passesimple.nous","X-am"
"1874","Ete","Indicatif.Passesimple.nous","X-E.[3E]-am"
"1875","fwiR","Indicatif.Passesimple.nous","X-m"
"1876","abatR","Indicatif.Passesimple.nous","X-tim"
"1877","A~bYe","Indicatif.Passesimple.nous","X-Y.[yY]-am"
"1878","Able","Indicatif.Passesimple.nous","X-am"
"1879","ablye","Indicatif.Passesimple.nous","X-am"
"1880","A~bReje","Indicatif.Passesimple.nous","X-e.[3e]-am"
"1881","abReZe","Indicatif.Passesimple.nous","X-e.[3e]-am"
"1882","abwaje","Indicatif.Passesimple.nous","X-jam"
"1883","A~bwaR","Indicatif.Passesimple.nous","X-y.[wy]-m"
"1884","A~bwe","Indicatif.Passesimple.nous","X-w.[uw]-am"
"1885","A~d0RmiR","Indicatif.Passesimple.nous","X-mim"
"1886","A~dYiR","Indicatif.Passesimple.nous","X-zim"
"1887","adZw3~dR","Indicatif.Passesimple.nous","X-a.[3a]-N.[~N]-im"
"1888","A~fYiR","Indicatif.Passesimple.nous","X-m"
"1889","afilje","Indicatif.Passesimple.nous","X-j.[ij]-am"
"1890","A~fjevRe","Indicatif.Passesimple.nous","X-e.[3e]-am"
"1891","A~fR3~dR","Indicatif.Passesimple.nous","X-N.[~N]-im"
"1892","agRee","Indicatif.Passesimple.nous","X-am"
"1893","aiR","Indicatif.Passesimple.nous","X-a.[3a]-im"
"1894","akeRiR","Indicatif.Passesimple.nous","X-im"
"1895","ak6jiR","Indicatif.Passesimple.nous","X-im"
"1896","akRwatR.1","Indicatif.Passesimple.nous","X-y.[wy]-m"
"1897","akuRiR","Indicatif.Passesimple.nous","X-ym"
"1898","ale.1","Indicatif.Passesimple.nous","X-a.[aiv]-lam"
"1899","apaR3tR","Indicatif.Passesimple.nous","X-y.[3y]-m"
"1900","apA~dR","Indicatif.Passesimple.nous","X-dim"
"1901","apaRtEniR","Indicatif.Passesimple.nous","X-3.[3Ej]-~.[~3n]-m"
"1902","ap3RsEvwaR","Indicatif.Passesimple.nous","X-y.[Ewy]-m"
"1903","apRA~dR","Indicatif.Passesimple.nous","X-im"
"1904","apR0pRije","Indicatif.Passesimple.nous","X-jam"
"1905","asA~tiR","Indicatif.Passesimple.nous","X-tim"
"1906","asizEle","Indicatif.Passesimple.nous","X-E.[3El]-l.[3l]-am"
"1907","aswaR.1","Indicatif.Passesimple.nous","X-im"
"1908","atniR","Indicatif.Passesimple.nous","X-3.[3jn]-~m"
"1909","A~tREm3tR","Indicatif.Passesimple.nous","X-i.[3i]-m"
"1910","A~tREvwaR","Indicatif.Passesimple.nous","X-im"
"1911","A~tRuvRiR","Indicatif.Passesimple.nous","X-R.[3R]-im"
"1912","A~vwaje","Indicatif.Passesimple.nous","X-w.[3w]-a.[aR]-jam"
"1913","apstR3R","Indicatif.Passesimple.nous","X-jam"
"1914","apsudR","Indicatif.Passesimple.nous","X-0.[0u]-lym"
"1915","aSve","Indicatif.Passesimple.nous","X-v.[3v]-am"
"1916","A~sYivR","Indicatif.Passesimple.nous","X-vim"
"1917","bujiR","Indicatif.Passesimple.nous","X-jim"
"1918","dediR","Indicatif.Passesimple.nous","X-m"
"1919","defajiR","Indicatif.Passesimple.nous","X-im"
"1920","def3R","Indicatif.Passesimple.nous","X-im"
"1921","dekRiR","Indicatif.Passesimple.nous","X-vim"
"1922","dekudR","Indicatif.Passesimple.nous","X-zim"
"1923","denwajote","Indicatif.Passesimple.nous","X-o.[0o]-am"
"1924","depl3R","Indicatif.Passesimple.nous","X-y.[3ay]-m"
"1925","depuRvwaR","Indicatif.Passesimple.nous","X-y.[wy]-m"
"1926","des3RviR","Indicatif.Passesimple.nous","X-vim"
"1927","dev3tiR","Indicatif.Passesimple.nous","X-tim"
"1928","diR","Indicatif.Passesimple.nous","X-m"
"1929","ekivalwar","Indicatif.Passesimple.nous","X-a.[ao]-lym"
"1930","3~klyR","Indicatif.Passesimple.nous","X-m"
"1931","eliR","Indicatif.Passesimple.nous","X-y.[iy]-m"
"1932","emuvwaR","Indicatif.Passesimple.nous","X-ym"
"1933","emudR","Indicatif.Passesimple.nous","X-lym"
"1934","3~teR0~pR","Indicatif.Passesimple.nous","X-pim"
"1935","3tR","Indicatif.Passesimple.nous","fym"
"1936","fajiR","Indicatif.Passesimple.nous","X-a.[ao]-jim"
"1937","fazeje","Indicatif.Passesimple.nous","X-3.[3e]-am"
"1938","futR","Indicatif.Passesimple.nous","X-tim"
"1939","k0~v3~kR","Indicatif.Passesimple.nous","X-im"
"1940","muRiR","Indicatif.Passesimple.nous","X-u.[06u]-ym"
"1941","n3tR.1","Indicatif.Passesimple.nous","X-a.[3ae]-kim"
"1942","p3tR","Indicatif.Passesimple.nous","X-y.[3y]-m"
"1943","pRevalwaR","Indicatif.Passesimple.nous","X-a.[ao]-lym"
"1944","pRevwaR","Indicatif.Passesimple.nous","X-i.[iwy]-m"
"1945","RavwaR","Indicatif.Passesimple.nous","X-ym"
"1946","REvivR","Indicatif.Passesimple.nous","X-e.[ei]-kym"
"1947","RezudR","Indicatif.Passesimple.nous","X-0.[0u]-lym"
"1948","savwaR","Indicatif.Passesimple.nous","X-ym"
"1949","sEvRe","Indicatif.Passesimple.nous","X-E.[3E]-am"
"1950","t3R","Indicatif.Passesimple.nous","X-y.[3y]-m"
"1951","vulwaR","Indicatif.Passesimple.nous","X-ulym"
"1952","puvwaR","Indicatif.Passesimple.nous","X-ym"
"1954","deSwaR","Indicatif.Passesimple.nous","X-y.[wy]-m"
"1955","isiR","Indicatif.Passesimple.nous","X-im"
"1956","SwaR","Indicatif.Passesimple.nous","X-y.[wy]-m"
"1959","SoviR","Indicatif.Passesimple.nous","X-im"
"1977","aute","Indicatif.Passesimple.vous","X-at"
"1978","Ete","Indicatif.Passesimple.vous","X-E.[3E]-at"
"1979","fwiR","Indicatif.Passesimple.vous","X-t"
"1980","abatR","Indicatif.Passesimple.vous","X-tit"
"1981","A~bYe","Indicatif.Passesimple.vous","X-Y.[yY]-at"
"1982","Able","Indicatif.Passesimple.vous","X-at"
"1983","ablye","Indicatif.Passesimple.vous","X-at"
"1984","A~bReje","Indicatif.Passesimple.vous","X-e.[3e]-at"
"1985","abReZe","Indicatif.Passesimple.vous","X-e.[3e]-at"
"1986","abwaje","Indicatif.Passesimple.vous","X-jat"
"1987","A~bwaR","Indicatif.Passesimple.vous","X-y.[wy]-t"
"1988","A~bwe","Indicatif.Passesimple.vous","X-w.[uw]-at"
"1989","A~d0RmiR","Indicatif.Passesimple.vous","X-mit"
"1990","A~dYiR","Indicatif.Passesimple.vous","X-zit"
"1991","adZw3~dR","Indicatif.Passesimple.vous","X-a.[3a]-N.[~N]-it"
"1992","A~fYiR","Indicatif.Passesimple.vous","X-t"
"1993","afilje","Indicatif.Passesimple.vous","X-j.[ij]-at"
"1994","A~fjevRe","Indicatif.Passesimple.vous","X-e.[3e]-at"
"1995","A~fR3~dR","Indicatif.Passesimple.vous","X-N.[~N]-it"
"1996","agRee","Indicatif.Passesimple.vous","X-at"
"1997","aiR","Indicatif.Passesimple.vous","X-a.[3a]-it"
"1998","akeRiR","Indicatif.Passesimple.vous","X-it"
"1999","ak6jiR","Indicatif.Passesimple.vous","X-it"
"2000","akRwatR.1","Indicatif.Passesimple.vous","X-y.[wy]-t"
"2001","akuRiR","Indicatif.Passesimple.vous","X-yt"
"2002","ale.1","Indicatif.Passesimple.vous","X-a.[aiv]-lat"
"2003","apaR3tR","Indicatif.Passesimple.vous","X-y.[3y]-t"
"2004","apA~dR","Indicatif.Passesimple.vous","X-dit"
"2005","apaRtEniR","Indicatif.Passesimple.vous","X-3.[3Ej]-~.[~3n]-t"
"2006","ap3RsEvwaR","Indicatif.Passesimple.vous","X-y.[Ewy]-t"
"2007","apRA~dR","Indicatif.Passesimple.vous","X-it"
"2008","apR0pRije","Indicatif.Passesimple.vous","X-jat"
"2009","asA~tiR","Indicatif.Passesimple.vous","X-tit"
"2010","asizEle","Indicatif.Passesimple.vous","X-E.[3El]-l.[3l]-at"
"2011","aswaR.1","Indicatif.Passesimple.vous","X-it"
"2012","atniR","Indicatif.Passesimple.vous","X-3.[3jn]-~t"
"2013","A~tREm3tR","Indicatif.Passesimple.vous","X-i.[3i]-t"
"2014","A~tREvwaR","Indicatif.Passesimple.vous","X-it"
"2015","A~tRuvRiR","Indicatif.Passesimple.vous","X-R.[3R]-it"
"2016","A~vwaje","Indicatif.Passesimple.vous","X-w.[3w]-a.[aR]-jat"
"2017","apstR3R","Indicatif.Passesimple.vous","X-jat"
"2018","apsudR","Indicatif.Passesimple.vous","X-0.[0u]-lyt"
"2019","aSve","Indicatif.Passesimple.vous","X-v.[3v]-at"
"2020","A~sYivR","Indicatif.Passesimple.vous","X-vit"
"2021","bujiR","Indicatif.Passesimple.vous","X-jit"
"2022","dediR","Indicatif.Passesimple.vous","X-t"
"2023","defajiR","Indicatif.Passesimple.vous","X-it"
"2024","def3R","Indicatif.Passesimple.vous","X-it"
"2025","dekRiR","Indicatif.Passesimple.vous","X-vit"
"2026","dekudR","Indicatif.Passesimple.vous","X-zit"
"2027","denwajote","Indicatif.Passesimple.vous","X-o.[0o]-at"
"2028","depl3R","Indicatif.Passesimple.vous","X-y.[3ay]-t"
"2029","depuRvwaR","Indicatif.Passesimple.vous","X-y.[wy]-t"
"2030","des3RviR","Indicatif.Passesimple.vous","X-vit"
"2031","dev3tiR","Indicatif.Passesimple.vous","X-tit"
"2032","diR","Indicatif.Passesimple.vous","X-t"
"2033","ekivalwar","Indicatif.Passesimple.vous","X-a.[ao]-lyt"
"2034","3~klyR","Indicatif.Passesimple.vous","X-t"
"2035","eliR","Indicatif.Passesimple.vous","X-y.[iy]-t"
"2036","emuvwaR","Indicatif.Passesimple.vous","X-yt"
"2037","emudR","Indicatif.Passesimple.vous","X-lyt"
"2038","3~teR0~pR","Indicatif.Passesimple.vous","X-pit"
"2039","3tR","Indicatif.Passesimple.vous","fyt"
"2040","fajiR","Indicatif.Passesimple.vous","X-a.[ao]-jit"
"2041","fazeje","Indicatif.Passesimple.vous","X-3.[3e]-at"
"2042","futR","Indicatif.Passesimple.vous","X-tit"
"2043","k0~v3~kR","Indicatif.Passesimple.vous","X-it"
"2044","muRiR","Indicatif.Passesimple.vous","X-u.[06u]-yt"
"2045","n3tR.1","Indicatif.Passesimple.vous","X-a.[3ae]-kit"
"2046","p3tR","Indicatif.Passesimple.vous","X-y.[3y]-t"
"2047","pRevalwaR","Indicatif.Passesimple.vous","X-a.[ao]-lyt"
"2048","pRevwaR","Indicatif.Passesimple.vous","X-i.[iwy]-t"
"2049","RavwaR","Indicatif.Passesimple.vous","X-yt"
"2050","REvivR","Indicatif.Passesimple.vous","X-e.[ei]-kyt"
"2051","RezudR","Indicatif.Passesimple.vous","X-0.[0u]-lyt"
"2052","savwaR","Indicatif.Passesimple.vous","X-yt"
"2053","sEvRe","Indicatif.Passesimple.vous","X-E.[3E]-at"
"2054","t3R","Indicatif.Passesimple.vous","X-y.[3y]-t"
"2055","vulwaR","Indicatif.Passesimple.vous","X-ulyt"
"2056","puvwaR","Indicatif.Passesimple.vous","X-yt"
"2058","deSwaR","Indicatif.Passesimple.vous","X-y.[wy]-t"
"2059","isiR","Indicatif.Passesimple.vous","X-it"
"2060","SwaR","Indicatif.Passesimple.vous","X-y.[wy]-t"
"2063","SoviR","Indicatif.Passesimple.vous","X-it"
"2081","aute","Indicatif.Passesimple.ils.elles","X-3R"
"2082","Ete","Indicatif.Passesimple.ils.elles","X-E.[3E]-3R"
"2083","fwiR","Indicatif.Passesimple.ils.elles","X-R"
"2084","abatR","Indicatif.Passesimple.ils.elles","X-tiR"
"2085","A~bYe","Indicatif.Passesimple.ils.elles","X-Y.[yY]-3R"
"2086","Able","Indicatif.Passesimple.ils.elles","X-3R"
"2087","ablye","Indicatif.Passesimple.ils.elles","X-3R"
"2088","A~bReje","Indicatif.Passesimple.ils.elles","X-e.[3e]-3R"
"2089","abReZe","Indicatif.Passesimple.ils.elles","X-e.[3e]-3R"
"2090","abwaje","Indicatif.Passesimple.ils.elles","X-j3R"
"2091","A~bwaR","Indicatif.Passesimple.ils.elles","X-y.[wy]-R"
"2092","A~bwe","Indicatif.Passesimple.ils.elles","X-w.[uw]-3R"
"2093","A~d0RmiR","Indicatif.Passesimple.ils.elles","X-miR"
"2094","A~dYiR","Indicatif.Passesimple.ils.elles","X-ziR"
"2095","adZw3~dR","Indicatif.Passesimple.ils.elles","X-a.[3a]-N.[~N]-iR"
"2096","A~fYiR","Indicatif.Passesimple.ils.elles","X-R"
"2097","afilje","Indicatif.Passesimple.ils.elles","X-j.[ij]-3R"
"2098","A~fjevRe","Indicatif.Passesimple.ils.elles","X-e.[3e]-3R"
"2099","A~fR3~dR","Indicatif.Passesimple.ils.elles","X-N.[~N]-iR"
"2100","agRee","Indicatif.Passesimple.ils.elles","X-3R"
"2101","aiR","Indicatif.Passesimple.ils.elles","X-a.[3a]-iR"
"2102","akeRiR","Indicatif.Passesimple.ils.elles","X-iR"
"2103","ak6jiR","Indicatif.Passesimple.ils.elles","X-iR"
"2104","akRwatR.1","Indicatif.Passesimple.ils.elles","X-y.[wy]-R"
"2105","akuRiR","Indicatif.Passesimple.ils.elles","X-yR"
"2106","ale.1","Indicatif.Passesimple.ils.elles","X-a.[aiv]-l3R"
"2107","apaR3tR","Indicatif.Passesimple.ils.elles","X-y.[3y]-R"
"2108","apA~dR","Indicatif.Passesimple.ils.elles","X-diR"
"2109","apaRtEniR","Indicatif.Passesimple.ils.elles","X-3.[3Ej]-~.[~3n]-R"
"2110","ap3RsEvwaR","Indicatif.Passesimple.ils.elles","X-y.[Ewy]-R"
"2111","apRA~dR","Indicatif.Passesimple.ils.elles","X-iR"
"2112","apR0pRije","Indicatif.Passesimple.ils.elles","X-j3R"
"2113","asA~tiR","Indicatif.Passesimple.ils.elles","X-tiR"
"2114","asizEle","Indicatif.Passesimple.ils.elles","X-E.[3El]-l.[3l]-3R"
"2115","aswaR.1","Indicatif.Passesimple.ils.elles","X-iR"
"2116","atniR","Indicatif.Passesimple.ils.elles","X-3.[3jn]-~R"
"2117","A~tREm3tR","Indicatif.Passesimple.ils.elles","X-i.[3i]-R"
"2118","A~tREvwaR","Indicatif.Passesimple.ils.elles","X-iR"
"2119","A~tRuvRiR","Indicatif.Passesimple.ils.elles","X-R.[3R]-iR"
"2120","A~vwaje","Indicatif.Passesimple.ils.elles","X-w.[3w]-a.[aR]-j3R"
"2121","apstR3R","Indicatif.Passesimple.ils.elles","X-j3R"
"2122","apsudR","Indicatif.Passesimple.ils.elles","X-0.[0u]-lyR"
"2123","aSve","Indicatif.Passesimple.ils.elles","X-v.[3v]-3R"
"2124","A~sYivR","Indicatif.Passesimple.ils.elles","X-viR"
"2125","bujiR","Indicatif.Passesimple.ils.elles","X-jiR"
"2126","dediR","Indicatif.Passesimple.ils.elles","X-R"
"2127","defajiR","Indicatif.Passesimple.ils.elles","X-iR"
"2128","def3R","Indicatif.Passesimple.ils.elles","X-iR"
"2129","dekRiR","Indicatif.Passesimple.ils.elles","X-viR"
"2130","dekudR","Indicatif.Passesimple.ils.elles","X-ziR"
"2131","denwajote","Indicatif.Passesimple.ils.elles","X-o.[0o]-3R"
"2132","depl3R","Indicatif.Passesimple.ils.elles","X-y.[3ay]-R"
"2133","depuRvwaR","Indicatif.Passesimple.ils.elles","X-y.[wy]-R"
"2134","des3RviR","Indicatif.Passesimple.ils.elles","X-viR"
"2135","dev3tiR","Indicatif.Passesimple.ils.elles","X-tiR"
"2136","diR","Indicatif.Passesimple.ils.elles","X-R"
"2137","ekivalwar","Indicatif.Passesimple.ils.elles","X-a.[ao]-lyR"
"2138","3~klyR","Indicatif.Passesimple.ils.elles","X-R"
"2139","eliR","Indicatif.Passesimple.ils.elles","X-y.[iy]-R"
"2140","emuvwaR","Indicatif.Passesimple.ils.elles","X-yR"
"2141","emudR","Indicatif.Passesimple.ils.elles","X-lyR"
"2142","3~teR0~pR","Indicatif.Passesimple.ils.elles","X-piR"
"2143","3tR","Indicatif.Passesimple.ils.elles","fyR"
"2144","fajiR","Indicatif.Passesimple.ils.elles","X-a.[ao]-jiR"
"2145","fazeje","Indicatif.Passesimple.ils.elles","X-e.[3e]-3R"
"2146","futR","Indicatif.Passesimple.ils.elles","X-tiR"
"2147","k0~v3~kR","Indicatif.Passesimple.ils.elles","X-iR"
"2148","muRiR","Indicatif.Passesimple.ils.elles","X-u.[06u]-yR"
"2149","n3tR.1","Indicatif.Passesimple.ils.elles","X-a.[3ae]-kiR"
"2150","p3tR","Indicatif.Passesimple.ils.elles","X-y.[3y]-R"
"2151","pRevalwaR","Indicatif.Passesimple.ils.elles","X-a.[ao]-lyR"
"2152","pRevwaR","Indicatif.Passesimple.ils.elles","X-i.[iwy]-R"
"2153","RavwaR","Indicatif.Passesimple.ils.elles","X-yR"
"2154","REvivR","Indicatif.Passesimple.ils.elles","X-e.[ei]-kyR"
"2155","RezudR","Indicatif.Passesimple.ils.elles","X-0.[0u]-lyR"
"2156","savwaR","Indicatif.Passesimple.ils.elles","X-yR"
"2157","sEvRe","Indicatif.Passesimple.ils.elles","X-E.[3E]-3R"
"2158","t3R","Indicatif.Passesimple.ils.elles","X-y.[3y]-R"
"2159","vulwaR","Indicatif.Passesimple.ils.elles","X-ulyR"
"2160","puvwaR","Indicatif.Passesimple.ils.elles","X-yR"
"2161","pl6vwaR","Indicatif.Passesimple.ils.elles","X-y.[68y]-R"
"2162","deSwaR","Indicatif.Passesimple.ils.elles","X-y.[wy]-R"
"2163","isiR","Indicatif.Passesimple.ils.elles","X-iR"
"2164","SwaR","Indicatif.Passesimple.ils.elles","X-y.[wy]-R"
"2167","SoviR","Indicatif.Passesimple.ils.elles","X-iR"
"2169","suRdR","Indicatif.Passesimple.ils.elles","X-diR"
"2172","advniR","Indicatif.Passesimple.ils.elles","X-3.[3jn]-~R"
"2173","3~k0~be","Indicatif.Passesimple.ils.elles","X-3R"
"2174","eSwaR","Indicatif.Passesimple.ils.elles","X-y.[ewy]-R"
"2185","aute","Indicatif.Futursimple.je","X-ERe"
"2186","Ete","Indicatif.Futursimple.je","X-3.[3E]-ERe"
"2187","fwiR","Indicatif.Futursimple.je","X-Re"
"2188","abatR","Indicatif.Futursimple.je","X-tRe"
"2189","A~bYe","Indicatif.Futursimple.je","X-y.[yY]-Re"
"2190","Able","Indicatif.Futursimple.je","X-ERe"
"2191","ablye","Indicatif.Futursimple.je","X-Re"
"2192","A~bReje","Indicatif.Futursimple.je","X-e.[3e]-ERe"
"2193","abReZe","Indicatif.Futursimple.je","X-3.[3e]-ERe"
"2194","abwaje","Indicatif.Futursimple.je","X-Re"
"2195","A~bwaR","Indicatif.Futursimple.je","X-w.[wy]-aRe"
"2196","A~bwe","Indicatif.Futursimple.je","X-u.[uw]-Re"
"2197","A~d0RmiR","Indicatif.Futursimple.je","X-miRe"
"2198","A~dYiR","Indicatif.Futursimple.je","X-Re"
"2199","adZw3~dR","Indicatif.Futursimple.je","X-3.[3a]-~.[~N]-dRe"
"2200","A~fYiR","Indicatif.Futursimple.je","X-Re"
"2201","afilje","Indicatif.Futursimple.je","X-i.[ij]-Re"
"2202","A~fjevRe","Indicatif.Futursimple.je","X-3.[3e]-ERe"
"2203","A~fR3~dR","Indicatif.Futursimple.je","X-~.[~N]-dRe"
"2204","agRee","Indicatif.Futursimple.je","X-Re"
"2205","aiR","Indicatif.Futursimple.je","X-a.[3a]-iRe"
"2206","akeRiR","Indicatif.Futursimple.je","X-3RRe"
"2207","ak6jiR","Indicatif.Futursimple.je","X-Re"
"2208","akRwatR.1","Indicatif.Futursimple.je","X-w.[wy]-atRe"
"2209","akuRiR","Indicatif.Futursimple.je","X-Re"
"2210","ale.1","Indicatif.Futursimple.je","X-i.[aiv]-Re"
"2211","apaR3tR","Indicatif.Futursimple.je","X-3.[3y]-tRe"
"2212","apA~dR","Indicatif.Futursimple.je","X-dRe"
"2213","apaRtEniR","Indicatif.Futursimple.je","X-j.[3Ej]-3.[~3n]-~dRe"
"2214","ap3RsEvwaR","Indicatif.Futursimple.je","X-E.[Ewy]-vRe"
"2215","apRA~dR","Indicatif.Futursimple.je","X-A~dRe"
"2216","apR0pRije","Indicatif.Futursimple.je","X-Re"
"2217","asA~tiR","Indicatif.Futursimple.je","X-tiRe"
"2218","asizEle","Indicatif.Futursimple.je","X-3.[3El]-l.[3l]-ERe"
"2219","aswaR.1","Indicatif.Futursimple.je","X-jeRe"
"2220","atniR","Indicatif.Futursimple.je","X-j.[3jn]-3~dRe"
"2221","A~tREm3tR","Indicatif.Futursimple.je","X-3.[3i]-tRe"
"2222","A~tREvwaR","Indicatif.Futursimple.je","X-3Re"
"2223","A~tRuvRiR","Indicatif.Futursimple.je","X-R.[3R]-iRe"
"2224","A~vwaje","Indicatif.Futursimple.je","X-3.[3w]-R.[aR]-e"
"2225","apstR3R","Indicatif.Futursimple.je","X-Re"
"2226","apsudR","Indicatif.Futursimple.je","X-u.[0u]-dRe"
"2227","aSve","Indicatif.Futursimple.je","X-3.[3v]-vERe"
"2228","A~sYivR","Indicatif.Futursimple.je","X-vRe"
"2229","bujiR","Indicatif.Futursimple.je","X-jiRe"
"2230","dediR","Indicatif.Futursimple.je","X-Re"
"2231","defajiR","Indicatif.Futursimple.je","X-iRe"
"2232","def3R","Indicatif.Futursimple.je","X-ERe"
"2233","dekRiR","Indicatif.Futursimple.je","X-Re"
"2234","dekudR","Indicatif.Futursimple.je","X-dRe"
"2235","denwajote","Indicatif.Futursimple.je","X-0.[0o]-ERe"
"2236","depl3R","Indicatif.Futursimple.je","X-3.[3ay]-Re"
"2237","depuRvwaR","Indicatif.Futursimple.je","X-w.[wy]-aRe"
"2238","des3RviR","Indicatif.Futursimple.je","X-viRe"
"2239","dev3tiR","Indicatif.Futursimple.je","X-tiRe"
"2240","diR","Indicatif.Futursimple.je","X-Re"
"2241","ekivalwar","Indicatif.Futursimple.je","X-o.[ao]-dRe"
"2242","3~klyR","Indicatif.Futursimple.je","X-Re"
"2243","eliR","Indicatif.Futursimple.je","X-i.[iy]-Re"
"2244","emuvwaR","Indicatif.Futursimple.je","X-uvR3"
"2245","emudR","Indicatif.Futursimple.je","X-dRe"
"2246","3~teR0~pR","Indicatif.Futursimple.je","X-pRe"
"2247","3tR","Indicatif.Futursimple.je","sERe"
"2248","fajiR","Indicatif.Futursimple.je","X-a.[ao]-jiRe"
"2249","fazeje","Indicatif.Futursimple.je","X-3.[3e]-ERe"
"2250","futR","Indicatif.Futursimple.je","X-tRe"
"2251","k0~v3~kR","Indicatif.Futursimple.je","X-Re"
"2252","muRiR","Indicatif.Futursimple.je","X-u.[06u]-Re"
"2253","n3tR.1","Indicatif.Futursimple.je","X-3.[3ae]-tRe"
"2254","p3tR","Indicatif.Futursimple.je","X-3.[3y]-tRe"
"2255","pRevalwaR","Indicatif.Futursimple.je","X-o.[ao]-dRe"
"2256","pRevwaR","Indicatif.Futursimple.je","X-w.[iwy]-aRe"
"2257","RavwaR","Indicatif.Futursimple.je","X-oRe"
"2258","REvivR","Indicatif.Futursimple.je","X-i.[ei]-vRe"
"2259","RezudR","Indicatif.Futursimple.je","X-u.[0u]-dRe"
"2260","savwaR","Indicatif.Futursimple.je","X-0Re"
"2261","sEvRe","Indicatif.Futursimple.je","X-3.[3E]-ERe"
"2262","t3R","Indicatif.Futursimple.je","X-3.[3y]-Re"
"2263","vulwaR","Indicatif.Futursimple.je","X-udRe"
"2264","puvwaR","Indicatif.Futursimple.je","X-uRe"
"2265","pl6vwaR","Indicatif.Futursimple.je","X-6.[68y]-vRe"
"2266","deSwaR","Indicatif.Futursimple.je","X-w.[wy]-aRe"
"2267","isiR","Indicatif.Futursimple.je","X-iRe"
"2268","SwaR","Indicatif.Futursimple.je","X-w.[wy]-aRe"
"2269","A~kl0R","Indicatif.Futursimple.je","X-0.[0o]-Re"
"2270","RA~tR3R","Indicatif.Futursimple.je","X-Re"
"2271","SoviR","Indicatif.Futursimple.je","X-iRe"
"2272","dekl0R","Indicatif.Futursimple.je","X-0.[0o]-Re"
"2275","fRiR","Indicatif.Futursimple.je","X-Re"
"2289","aute","Indicatif.Futursimple.tu","X-ERa"
"2290","Ete","Indicatif.Futursimple.tu","X-3.[3E]-ERa"
"2291","fwiR","Indicatif.Futursimple.tu","X-Ra"
"2292","abatR","Indicatif.Futursimple.tu","X-tRa"
"2293","A~bYe","Indicatif.Futursimple.tu","X-y.[yY]-Ra"
"2294","Able","Indicatif.Futursimple.tu","X-ERa"
"2295","ablye","Indicatif.Futursimple.tu","X-Ra"
"2296","A~bReje","Indicatif.Futursimple.tu","X-e.[3e]-ERa"
